,Participant,ENSG00000124813.20,ENSG00000159216.18,ENSG00000001167.14
200,pt-w9njgfhs,1344.96954129947,1886.8194594236,1277.10477463262
201,pt-yhgx0gjw,738.578787831578,2686.72760519917,1358.5963756676
202,pt-mawfy0bt,1023.265796921,2510.42265560097,1408.88857664146
203,pt-3b0vt50c,737.506256683657,3068.79765456057,1474.44206740199
204,pt-f6t0njwa,1288.31638957063,2354.94360011509,1529.21256301492
205,pt-845xkz62,1049.03169263711,3148.16308653923,1481.11826304421
206,pt-3py7sfgg,1563.42301243529,2476.95863496806,1537.97516012678
207,pt-69wr78gp,1304.28752072778,2355.34472082813,1417.6486048239
208,pt-9a3p90jf,967.572542652889,3064.50583239572,1274.13054916314
209,pt-3yb70s2m,1119.02227094858,2064.8059162291,1590.02256443352
210,pt-b4dvjhre,838.041753437775,2819.46328410661,1204.5513217934
211,pt-2kv620a8,837.457595171897,1861.36379016504,1068.6562268732
212,pt-bv50zct9,1604.21051951142,1963.37890425167,1528.94674321433
213,pt-jnqt6aww,1099.90109628202,2757.17912637872,1555.07036208744
214,pt-d7q0gmkt,928.608257772891,2500.62285384007,1319.63121155505
215,pt-w6q8kdrn,1666.29270433862,2230.66049131002,1563.37270211722
216,pt-ga86wyec,1312.34736805126,2331.62435224959,1605.28237269571
217,pt-dmtan35a,1196.4565538487,2590.92428382537,1368.23841240001
218,pt-kjv6ybeq,1111.43734105867,2179.83984701664,1500.3626414857
219,pt-n9ns7923,1468.07949859101,3138.1203403821,1876.52110210017
220,pt-01qcpze4,949.113864267486,2549.96379409197,1356.86920467529
221,pt-y7n920es,1562.78495781363,2522.57631324681,1636.20679863515
222,pt-bs67vr8k,844.789261382644,2447.44858524838,1709.54830149711
223,pt-x5hfn88w,1112.2069588466,2911.70469178721,1439.29099050853
224,pt-cd09myzr,1010.14726719839,2704.84636965739,1934.8561844741
225,pt-vfzrk7j8,813.219728359253,3650.30679326222,1327.11311287526
226,pt-6j64j0v5,758.046069897539,2530.43203810545,1309.18658373859
227,pt-q8sr89ta,1501.96469899358,2682.28411945231,1658.33963656515
228,pt-xamek536,726.758569419149,2104.23218210875,1612.11178843085
229,pt-6y2d3bqw,875.815450465581,2341.02565871388,1339.73224784626
230,pt-xfpgrz0w,663.993889060114,2716.56781821918,1379.61402210913
231,pt-x2se3k91,907.00033046826,3326.22718823667,1191.16220117826
232,pt-6rj3e5an,1552.06814475565,3109.33663440687,1656.28797747425
233,pt-hcm9qqcd,844.075618564107,2519.91822484189,1496.71917530326
234,pt-nqfjja9f,1488.34054854864,1946.38900861316,2098.79316921516
235,pt-j2k6dfch,1023.20652517901,2667.92258009308,1208.69533785441
236,pt-rrd3xwxr,703.465528188927,2538.71271032919,1158.90891416069
237,pt-3ps3k7dr,942.493310494765,2918.45100310777,1373.138319196
238,pt-bkbcxxyp,624.466261643253,1668.26118280966,908.227882333621
239,pt-zxqf7a0e,1327.40651757181,1496.06239595654,882.723443360223
240,pt-za2fve7f,1396.59578918665,3547.61613867381,1476.14808076406
241,pt-1acnnv17,870.526747672169,3088.77796602709,1075.22063210985
242,pt-01a07wj1,1052.46869394809,1976.0728606697,1235.38628458827
243,pt-47hy69dt,1294.83869105421,2509.3976708346,1737.21878367862
244,pt-vq7hv7t0,994.642706911336,2806.44544183806,1353.72726031028
245,pt-qj0k8bra,714.409142449206,2564.25533441973,1417.19643724192
246,pt-wm3r4ndz,1183.7024073947,1969.18142604203,1549.88910879314
247,pt-ft5syv5p,515.211319379133,2799.23368266911,1758.85284789448
248,pt-vv4dnay3,1064.986761276,2644.33765443613,1737.12566540802
249,pt-jjsnxy1j,1185.99609981394,3889.21610807883,1514.25244134063
250,pt-jv0rgg7v,899.446147136382,1972.74882360219,1219.3554774018
251,pt-txg8hs2v,1037.71571215398,2451.1716763469,1078.46347386672
252,pt-eypvbw5h,598.026354644813,2703.51198665717,1304.59026593219
253,pt-9sbpqsyy,843.883734977842,2593.14848674904,1588.53638900162
254,pt-44fyjrhw,941.629896024535,2224.54499802454,1226.25306046658
255,pt-gv2denmh,1220.04575312967,3515.07954733826,1427.24902037438
256,pt-77tsnzyj,646.470572682808,2249.91304017464,1365.52059706171
257,pt-gnbd941r,570.852110985991,2554.32620249496,1300.68694164279
258,pt-hys97e5c,1377.43320914336,2284.88792838121,1845.14144169171
259,pt-d87kkd65,1097.35602368975,2436.13608677077,1339.25430312259
260,pt-9ysy97ah,1153.22963229139,1859.71650622812,1113.8995402324
261,pt-7vsrkyby,935.553943908939,2864.56495908485,1418.36883153114
262,pt-t8smqgn0,818.659489751168,2286.14911048892,1231.88385746421
263,pt-w14gpp0e,771.976022274121,2758.70069202251,1399.89147032982
264,pt-wz06926g,1372.05917380196,2472.35030825388,1411.36690419236
265,pt-jpjd9v3s,927.145787385675,3816.63504618242,1509.26723897158
266,pt-fcv54s1k,891.321201085634,3032.55733537785,1348.329899326
267,pt-jktr4e74,1334.05399511053,3543.71262845178,1429.71584991611
268,pt-t8nm40aq,1183.33148244162,2324.81364465343,1473.29231243736
269,pt-2yw8kfyc,729.863046304969,2994.0870669407,1120.26019086994
270,pt-j61hxqst,1019.63413174243,1503.81175330601,1207.201582873
271,pt-8y3j1z2q,1082.12205083649,3150.55172340179,1594.64716879675
272,pt-n9y9fg9q,1083.68419707655,2381.41926989276,941.770075772915
273,pt-8ej88jqp,1040.11988448585,3176.82160916668,1473.95062369081
274,pt-5ej4nm99,539.453181046301,2365.01228605924,1223.34257827592
275,pt-93v9z36c,750.212635511768,3022.56741518906,1685.03071824496
276,pt-mg49v9jc,1380.05065035661,2889.38436036687,1717.83981207361
277,pt-1vkmwt1p,668.952245769905,2236.58580559982,1045.22443155615
278,pt-bz7fsgny,662.408517902551,2363.74919263029,1140.19261723652
279,pt-4bewmhvd,682.651301255702,2029.93156955361,1356.49024163933
280,pt-a5xq4qa6,1092.27275965394,2320.3005019016,1423.85653878809
281,pt-khryc0tz,502.8222750258,3497.76407114821,1372.96639879969
282,pt-m7pgqhqk,1394.26870143858,2135.14678860411,1739.61295495105
283,pt-bnz5fqm8,1002.34171529963,2448.14181031311,1136.14250901264
284,pt-vjwdq263,1268.34019229808,2552.80978259177,1562.93612820898
285,pt-zmqyrma5,934.775559304722,2696.33065738267,1643.40646268492
286,pt-6p1s6vdq,794.79149946855,2356.26747479264,1325.52974263552
287,pt-pq5242gp,1270.82699484271,2428.79636187976,1678.52708572029
288,pt-7s4jnxja,972.261803684141,2769.99734795534,1486.50288614382
289,pt-rypp52np,1007.53948256907,3075.63851210675,1421.27923343508
290,pt-f2nqffap,1362.38902896451,1968.51893099795,1550.0536525403
291,pt-8afhrywg,785.086266124103,2015.35291625794,1332.47410385797
292,pt-p4rnxqzf,781.019208321545,2127.85919342368,1265.33886157034
293,pt-cw432mnt,1516.90886351235,1933.97513568793,1481.69034735894
294,pt-akwnw9jx,1409.36354144667,2399.76363886352,1690.78219661016
295,pt-4t6d9rk4,607.157292167333,2184.20572385145,1110.38235055216
296,pt-pkcdbqwj,1486.34238467746,2497.00283050742,1762.98436013917
297,pt-39c9eqhg,822.379429410435,2448.23720877113,1950.392006498
298,pt-v1w8wh0m,990.575273735907,2614.94935443328,1287.2183918846
299,pt-4z8hnd13,1061.14643799548,3097.03472416869,1441.81181190485
300,pt-83j2gf8r,1079.58187467777,1960.46354794978,1547.52339650199
301,pt-gw5mkwp7,864.162983514433,2346.63629970195,1185.44716434856
302,pt-dgymvk5r,1445.47311696629,2036.21028555029,1481.84873148732
303,pt-tq6ev8bd,926.456314968294,2085.4956081034,1107.28444424141
304,pt-16xr0a47,1059.18825125119,3681.82765290808,1636.8381019417
305,pt-h0v50c5x,1148.24146083248,2703.18962686247,1419.99565199845
306,pt-drqc9se1,887.504302347967,1915.40259787491,1312.58539656513
307,pt-e4ykfxy6,941.189587448423,3028.18251987756,1408.01171563189
308,pt-n9yh8y38,708.614977869236,2289.07263141721,1064.04150845122
309,pt-g1s5w2sc,1453.18202842549,2579.23044615266,1693.67842388179
310,pt-0skv39pr,1082.69180537959,2170.12648792503,1282.17774375682
311,pt-wf6xa5gc,604.70902545811,2796.99024665746,1525.39298826109
312,pt-zghj2akj,1390.01140983854,2120.5391445797,1501.00050434071
313,pt-42g7xrhk,1032.59261298372,1909.98065771851,1402.62816426789
314,pt-rnwqmh9b,1190.90839357953,1970.56707130209,1169.89639416454
315,pt-9tfhpedf,1123.08303477489,2061.31538780914,1306.53620401937
316,pt-5b0py90w,871.210959396537,2576.80355840597,1052.22076741744
317,pt-47bmkzs3,1162.20986801128,2177.79009833329,1514.85742377241
318,pt-nj89gesq,1548.8946325163,2720.48710541553,1765.72418939821
319,pt-h7mz60a4,1077.15896307432,2389.72044173874,1360.00714942895
320,pt-4h9te3nj,558.932182923447,3300.01567306087,1330.20897004389
321,pt-7qt4prx8,1310.71708816243,2599.69810683597,1334.74625214534
322,pt-1gxewbzb,1686.04004912709,2951.56082901167,1757.27744848885
323,pt-as0aepqm,1004.00479871621,2756.10689667239,1249.22932347945
324,pt-e07wt03w,1123.54089573356,3367.66789980397,1502.16954834977
325,pt-rpzygdb0,773.334306660443,1815.91862082672,753.526661399502
326,pt-frtbsa8p,1031.13605385357,2709.530509727,1369.56846976224
327,pt-arersj0y,1095.17183499742,2291.34434438229,1244.41225360423
328,pt-m2854te4,1105.36963100951,2215.83656271216,1459.1226235811
329,pt-wk26abrg,1141.14836772651,2744.12120220948,1605.64331973466
330,pt-tbcgjt4p,676.180398307699,2599.6161888343,1513.42210452825
331,pt-a0qq8a12,895.053234497862,2819.26366184644,1711.47059750402
332,pt-apxgs74n,750.380752706434,2871.22770365354,1544.53941619645
333,pt-wbm6k27v,1068.33874155838,2257.31843565228,1186.61218294523
334,pt-wtzafwpc,860.259089727419,2954.59924878801,1720.00673423934
335,pt-tj0tdjny,1120.01594744038,2848.42710752097,1243.02308430745
336,pt-kqf6ygaw,747.152681214371,2268.20739884502,1047.1438346456
337,pt-1x15dczm,935.058686198979,3618.88214372138,1471.59142478717
338,pt-vzf54y0c,1049.84884631843,2574.06649922041,1079.03033694249
339,pt-qz1kdyb9,1291.04251363877,2290.70414062262,1526.52203394348
340,pt-r26c60bk,945.990168390512,2292.29459425895,1079.86778128303
341,pt-fm1f1q7b,744.676205076815,2483.84069859804,1217.92489101719
342,pt-0tbp75pn,533.004516857438,2541.24093457513,1173.18905583125
343,pt-ant7fm3e,1498.33669976812,2765.83692829968,1593.3453044885
344,pt-xg081q2j,947.580707717213,2576.35397438519,1601.32675118291
345,pt-pkgar0tf,1126.35583819813,2154.02113698614,1642.29434421724
346,pt-82yqp5ks,1139.46679984261,2126.43411703426,1399.69680293464
347,pt-bhz6crvg,1123.31783965208,2882.97036629123,1445.99625804995
348,pt-sxq5e4ts,1576.39012842806,3071.41809868643,1656.59962756113
349,pt-x435g71d,1226.92097929574,2451.73021100578,1602.37445948398
350,pt-spff5e2m,1101.60048121174,2900.07418393266,1882.95254510288
351,pt-525hkjvf,970.130343303121,3348.16445417717,1220.32482283233
352,pt-dyn9k65s,932.776004801642,3244.20515839774,1298.80221012425
353,pt-n0w7wdd5,992.359257719215,2549.61890508256,1476.43240656336
354,pt-ee4gaj31,814.712351010891,2549.79095594511,1170.60704516526
355,pt-kh4d44b5,1237.53813145852,2970.63785433088,1761.86325088869
356,pt-efj7v6aa,706.507633357919,2579.73609778053,1222.43483234435
357,pt-zdchddxn,935.614337507154,2665.35416561075,1451.79019957381
358,pt-rqh1wt8h,858.556787199497,1822.78331906361,1105.00269045725
359,pt-tpdgzwtt,1502.38568573551,2227.96814700034,1449.89772969818
360,pt-get2afyh,868.202205468454,1957.86287998105,2053.83588449647
361,pt-tp3m10ds,941.321910900801,2146.1972348949,1105.5384452297
362,pt-005x8br9,1448.66786987862,2902.53662701103,1696.61282689339
363,pt-bmh527gy,821.662840915528,2135.16709247104,1445.50004327946
364,pt-19zc1ghn,836.342373089628,2886.96382533969,1296.35801989077
365,pt-8r251dmx,970.745057771892,2467.73605587791,1391.52482815521
366,pt-tze2ehjn,1195.63977317965,2656.57652742077,1352.60222714314
367,pt-0whe4he8,1234.28374415365,2092.73707309529,1183.34805366654
368,pt-9bzrancs,821.339830742582,2563.97967738991,1631.99305716852
369,pt-6h7xnnj4,710.774451743697,2216.38426811312,1186.4907132936
370,pt-btzt4wg9,1231.09597091425,3086.10971448357,1417.01342515362
371,pt-9ftzv45r,938.69369665501,2405.90149369517,937.00148508803
372,pt-tba4tsqa,1047.99653855975,2596.70582692903,1384.81771778524
373,pt-1w80camb,1393.4208289034,2357.36564843035,1347.99958461885
374,pt-e384ge9t,1043.77486793454,2448.38047149098,1360.93889772413
375,pt-84damh5x,395.000248800168,3776.58591195461,2020.87833045907
376,pt-9t564zef,752.275635080471,2109.44650258068,1118.26782494013
377,pt-grx5w47q,1144.61433267196,2941.03372920076,1373.06425397272
378,pt-y8vszzy4,944.342501003763,2922.95917959191,1256.11691643079
379,pt-hjcpkff1,1035.99481685877,2155.26993486814,1305.15588543265
380,pt-wt8wvbgh,1052.36808076872,2719.13851649946,1512.10666384067
381,pt-3bf9c5dt,1184.493668173,2281.04272423135,1408.88722173784
382,pt-g887ba4x,869.342651365963,2743.30758520333,1231.03984872802
383,pt-r93gq0cr,1017.31562975578,2335.42585376961,1424.12082188469
384,pt-wd1rf7by,1157.82764335983,2015.68993700695,1386.38104890145
385,pt-qmbfz846,1239.19452336391,2452.48594445409,1335.06580191055
386,pt-zpk50nrb,1011.30367134676,2475.41817646291,1244.33676419167
387,pt-rmw98a9t,1148.01482719635,2710.16190621221,1299.35895321186
388,pt-necv9e1e,837.712818890956,3019.0037592401,1517.90526332352
389,pt-51gby6cq,700.126120704301,3331.86848669738,1207.65189731532
390,pt-4srr5zer,658.563363431078,1879.35510398618,909.251785557187
391,pt-9gpj6g0y,763.178738679728,2628.78000969475,1368.39408656656
392,pt-dnrrnxt3,1321.65345996931,2059.46365183963,1377.51111567108
393,pt-y29jdnze,880.355607746659,1556.28947242583,1120.03486142251
394,pt-2zn12jt2,902.163725766272,2417.31014826911,1332.81808429405
395,pt-e3jrm51z,1020.92180931724,2047.76994023345,1318.28483896431
396,pt-be1stwmv,1139.98482367541,2390.80185239637,1561.74653184671
397,pt-jqfvet2k,1199.77222657374,2120.89106466698,1390.77689750339
398,pt-gx8psrwq,994.941162854119,2599.88949283206,1353.48468752947
399,pt-dkfssh8y,1749.56903633918,1723.3665477255,1616.45863941092
